Player Name,Team,Pos,Games,G,A,Pts,+/-,PIM,SOG,GWG,G,A,G,A,Hits,BS
Gabriel Carlsson,CLS,D,14,1,3,4,-6,4,14,0,0,1,0,0,11,12
Michael Dal Colle,NYI,LW,26,1,3,4,1,4,19,0,0,0,0,0,32,9
Olli Maatta,LA,D,41,0,4,4,-8,6,43,0,0,0,0,0,41,53
Dmitry Kulikov,MIN,D,48,0,4,4,-3,28,51,0,0,0,0,0,93,49
Jason Demers,FA,D,41,0,4,4,-4,26,44,0,0,0,0,0,69,30
Zach Bogosian,TB,D,45,0,4,4,7,49,36,0,0,0,0,0,67,31
Nikita Nesterov,FA,D,38,0,4,4,-10,20,33,0,0,0,0,0,41,29
Zac Jones,NYR,D,10,0,4,4,-2,2,12,0,0,1,0,0,8,8
Caleb Jones,CHI,D,33,0,4,4,-7,6,23,0,0,0,0,0,27,35
Grigori Denisenko,FLA,LW,7,0,4,4,1,2,6,0,0,0,0,0,15,2
Liam Foudy,CLS,C,24,0,4,4,0,6,40,0,0,0,0,0,13,5
Rasmus Sandin,TOR,D,9,0,4,4,6,0,9,0,0,0,0,0,11,7
Alex Barre-Boulet,TB,C,15,3,0,3,0,0,26,0,2,0,0,0,8,5
Kieffer Bellows,NYI,LW,14,3,0,3,0,4,19,1,0,0,0,0,36,5
Mark Friedman,PIT,D,9,2,1,3,1,9,9,0,0,0,0,0,14,7
Zac Dalpe,FLA,C,12,2,1,3,-2,0,22,0,0,0,0,0,11,8
Max McCormick,SEA,LW,12,2,1,3,3,9,5,0,0,0,0,0,16,2
Olli Juolevi,DET,D,23,2,1,3,-1,0,24,0,0,0,0,0,23,30
Gaetan Haas,FA,C,34,2,1,3,-6,10,24,1,0,0,0,0,31,29
Barrett Hayton,ARI,C,14,2,1,3,-1,0,10,0,0,0,0,0,15,3
Cal Foote,TB,D,35,1,2,3,9,29,40,0,0,0,0,0,39,29
Jack Rathbone,VAN,D,8,1,2,3,1,0,17,0,0,1,0,0,9,8
Jack Studnicka,BOS,C,20,1,2,3,-3,0,28,0,0,0,0,0,7,10
Alexandre Carrier,NSH,D,19,1,2,3,3,8,31,0,0,0,0,0,22,31
Niko Mikkola,STL,D,30,1,2,3,-11,11,22,0,0,0,0,0,49,36
Lane Pederson,SJ,C,15,1,2,3,-2,2,15,0,0,1,0,0,39,2
Dennis Cholowski,SEA,D,16,1,2,3,-1,4,10,0,0,0,0,0,5,18
Mike Hardman,CHI,RW,8,1,2,3,0,0,5,0,0,0,0,0,38,6
Connor Mackey,CGY,D,6,1,2,3,3,20,4,0,0,0,0,0,8,0
Steven Fogarty,BOS,C,9,1,2,3,2,8,5,0,0,0,0,0,4,10
Scott Harrington,CLS,D,12,1,2,3,-3,6,8,0,0,0,0,1,9,20
Nathan Gerbe,CLS,LW,9,1,2,3,0,2,9,0,0,0,0,1,8,2
Matt Tennyson,NSH,D,21,1,2,3,0,2,14,0,0,0,0,0,32,25
Jake McCabe,CHI,D,13,1,2,3,2,9,15,0,0,0,0,0,22,15
Trevor van Riemsdyk,WAS,D,20,1,2,3,-1,2,23,0,0,1,0,0,13,27
Clark Bishop,OTT,C,13,0,3,3,2,4,16,0,0,0,0,0,23,8
Michael Amadio,VGK,C,25,0,3,3,-3,4,24,0,0,1,0,0,8,16
Lucas Wallmark,FA,C,20,0,3,3,-4,6,11,0,0,2,0,1,25,6
Liam O'Brien,ARI,C,12,0,3,3,1,40,6,0,0,0,0,0,28,2
Gemel Smith,TB,C,5,0,3,3,3,11,0,0,0,0,0,0,6,1
Matt Calvert,FA,LW,18,0,3,3,-2,6,26,0,0,0,0,0,12,8
Alex Biega,NSH,D,13,0,3,3,-1,4,4,0,0,0,0,0,22,11
Greg Pateryn,ANH,D,13,0,3,3,0,6,13,0,0,0,0,0,17,17
Andrew Peeke,CLS,D,11,0,3,3,-4,4,5,0,0,0,0,0,35,15
Dan Renouf,DET,D,18,0,3,3,-1,16,12,0,0,0,0,0,20,3
Christian Wolanin,LA,D,18,0,3,3,-6,8,16,0,0,0,0,0,3,7
Kiefer Sherwood,COL,LW,16,0,3,3,2,0,18,0,0,0,0,0,40,6
Gustav Lindstrom,DET,D,13,0,3,3,1,0,8,0,0,0,0,0,14,17
Jordan Gross,COL,D,7,0,3,3,-3,2,10,0,0,0,0,0,6,8
Alex Newhook,COL,C,6,0,3,3,5,2,8,0,0,0,0,0,3,1
Dylan Sikura,COL,LW,6,2,0,2,0,0,8,0,0,0,0,0,3,1
Tyler Seguin,DAL,C,3,2,0,2,0,0,8,0,0,0,0,0,8,1
Joel L'Esperance,DAL,C,12,2,0,2,-2,2,8,1,0,0,0,0,16,0
Karson Kuhlman,SEA,C,20,2,0,2,-6,0,31,0,0,0,0,0,27,4
Jan Jenik,ARI,C,2,2,0,2,3,0,3,0,0,0,0,0,2,0
Victor Soderstrom,ARI,D,4,1,1,2,4,0,6,0,0,0,0,0,4,0
Joel Kellman,FA,C,7,1,1,2,-1,6,13,0,0,0,0,0,5,2
Aleksi Heponiemi,FLA,LW,9,1,1,2,1,2,15,1,0,0,0,0,0,1
Mackenzie Entwistle,CHI,RW,5,1,1,2,1,2,6,0,0,0,0,0,10,2
Marian Studenic,DAL,RW,8,1,1,2,-2,4,7,0,0,0,0,0,13,4
Ilya Lyubushkin,TOR,D,42,1,1,2,-13,10,36,0,0,0,0,0,103,72
Rhett Gardner,DAL,C,28,1,1,2,-9,8,23,0,0,0,0,0,52,11
Zack MacEwen,PHI,C,34,1,1,2,-2,44,31,0,0,0,0,0,65,9
Mathias Brome,FA,LW,26,1,1,2,-9,8,22,1,0,0,0,0,19,7
Nolan Foote,NJ,LW,6,1,1,2,-1,0,5,0,0,0,0,0,5,1
Nate Prosser,FA,D,6,1,1,2,-7,0,5,0,0,0,0,0,3,10
Mikko Koivu,FA,C,7,1,1,2,-2,2,3,0,0,0,0,0,10,1
Connor Carrick,SEA,D,11,1,1,2,-2,5,8,0,0,0,0,0,11,24
Mackenzie MacEachern,STL,LW,21,1,1,2,3,8,25,0,0,0,1,0,35,2
Jansen Harkins,WPG,C,26,1,1,2,-2,4,16,0,0,0,0,0,11,3
Jake Walman,DET,D,24,1,1,2,-7,8,47,0,0,0,0,0,26,20
William Lagesson,MON,D,19,0,2,2,0,9,11,0,0,0,0,0,15,14
Jayson Megna,COL,LW,7,0,2,2,2,0,12,0,0,0,0,0,14,3
Chad Ruhwedel,PIT,D,17,0,2,2,3,14,16,0,0,0,0,0,32,13
Carl Gunnarsson,FA,D,12,0,2,2,-2,6,6,0,0,0,0,0,9,16
John Moore,ANH,D,5,0,2,2,-3,2,8,0,0,1,0,0,9,6
Nick Holden,OTT,D,17,0,2,2,3,2,23,0,0,0,0,0,28,20
Thomas Hickey,NYI,D,5,0,2,2,5,0,2,0,0,0,0,0,10,3
Braydon Coburn,FA,D,19,0,2,2,-3,14,18,0,0,0,0,1,27,20
Michael Sgarbossa,WAS,LW,5,0,2,2,2,0,4,0,0,0,0,0,1,2
Matt Irwin,WAS,D,24,0,2,2,-10,19,27,0,0,0,0,0,56,43
Kyle Rau,MIN,C,14,0,2,2,-1,9,15,0,0,0,0,0,23,15
Andreas Borgman,FA,D,7,0,2,2,-2,4,7,0,0,0,0,0,10,3
Rem Pitlick,MON,C,10,0,2,2,3,4,11,0,0,0,0,0,8,1
Patrick Russell,FA,RW,8,0,2,2,0,0,12,0,0,0,0,0,13,0
Alex Chmelevski,SJ,C,5,0,2,2,-2,2,8,0,0,0,0,0,7,1
Urho Vaakanainen,ANH,D,9,0,2,2,-3,2,15,0,0,0,0,0,3,19
Kevin Bahl,NJ,D,7,0,2,2,0,0,5,0,0,0,0,0,18,6
Mattias Samuelsson,BUF,D,12,0,2,2,-8,4,10,0,0,0,0,0,20,10
Taro Hirose,DET,LW,6,0,2,2,2,0,10,0,0,0,0,0,1,2
Bowen Byram,COL,D,19,0,2,2,1,23,21,0,0,0,0,0,33,13
Joe Veleno,DET,C,5,1,0,1,0,4,8,0,1,0,0,0,7,4
Rasmus Kupari,LA,C,7,1,0,1,-5,2,8,0,0,0,0,0,7,3
Parker Kelly,OTT,C,1,1,0,1,1,0,1,0,0,0,0,0,4,0
Morgan Barron,WPG,LW,5,1,0,1,-1,2,3,0,0,0,0,0,12,2
Riley Stillman,CHI,D,21,1,0,1,5,16,29,0,0,0,0,0,51,29
Gavin Bayreuther,CLS,D,9,1,0,1,-1,7,16,0,0,0,0,0,12,4
Matt Luff,NSH,RW,13,1,0,1,-4,5,18,0,0,0,0,0,8,6
Joachim Blichfeld,SJ,LW,5,1,0,1,-2,12,3,0,0,0,0,0,2,2
Fredrik Handemark,FA,C,8,1,0,1,-3,2,5,0,0,0,0,0,14,1
Arthur Kaliyev,LA,RW,1,1,0,1,-1,0,1,0,0,0,0,0,0,1
Byron Froese,CGY,C,6,1,0,1,1,2,2,0,0,0,0,0,8,4
Greg McKegg,NYR,C,5,1,0,1,-3,2,4,0,0,0,0,0,7,1
Jack Johnson,COL,D,13,1,0,1,-5,8,13,0,0,0,0,0,30,15
Samuel Morin,PHI,LW,20,1,0,1,-7,37,14,1,0,0,0,0,38,13
Luke Johnson,WPG,C,14,1,0,1,-5,5,11,0,0,0,0,0,29,4
Jonny Brodzinski,NYR,RW,5,1,0,1,0,4,7,0,0,0,0,0,4,2
Nathan Walker,STL,C,8,1,0,1,-4,2,10,0,0,0,0,0,14,6
Slater Koekkoek,EDM,D,18,1,0,1,-7,2,17,0,0,0,0,0,10,31
Brad Hunt,VAN,D,12,1,0,1,-8,4,14,1,0,0,0,0,4,6
Stefan Matteau,COL,RW,18,1,0,1,-4,9,15,0,0,0,0,0,35,9
Dakota Joshua,STL,LW,12,1,0,1,-3,7,9,0,0,0,0,0,23,2
Anton Blidh,BOS,LW,10,1,0,1,-5,6,10,0,0,0,0,0,25,4
Daniel Carr,FA,LW,6,0,1,1,-2,2,5,0,0,0,0,0,10,4
Tony DeAngelo,CAR,D,6,0,1,1,-6,4,13,0,0,1,0,0,3,6
Mitchell Stephens,DET,C,7,0,1,1,-5,0,3,0,0,0,0,0,8,1
Oliver Kylington,CGY,D,8,0,1,1,-1,0,7,0,0,0,0,0,3,1
Nicolas Meloche,SJ,D,7,0,1,1,1,0,6,0,0,0,0,0,5,6
Dominic Toninato,WPG,LW,2,0,1,1,0,0,2,0,0,0,0,0,4,1
Ross Johnston,NYI,LW,12,0,1,1,-3,35,5,0,0,0,0,0,43,6
Tyler Lewington,BOS,D,2,0,1,1,4,9,4,0,0,0,0,0,1,4
Kyle Burroughs,VAN,D,5,0,1,1,1,5,3,0,0,0,0,0,10,2
Josh Brown,BOS,D,26,0,1,1,-1,30,8,0,0,0,0,0,71,40
Sean Malone,BUF,C,1,0,1,1,-1,2,1,0,0,0,0,0,0,0
Tucker Poolman,VAN,D,39,0,1,1,-2,2,50,0,0,0,0,0,69,49
Steve Santini,STL,D,3,0,1,1,1,0,9,0,0,0,0,0,12,2
Nicolas Petan,VAN,C,7,0,1,1,-2,4,8,0,0,0,0,0,6,2
Madison Bowey,VAN,D,2,0,1,1,1,0,0,0,0,0,0,0,4,1
Jacob De La Rose,FA,C,13,0,1,1,-2,7,13,0,0,0,0,0,22,8
Alex Belzile,MON,LW,2,0,1,1,-1,0,3,0,0,0,0,0,2,0
Erik Johnson,COL,D,4,0,1,1,2,2,5,0,0,0,0,0,7,5
Loui Eriksson,ARI,RW,7,0,1,1,-3,2,5,0,0,0,0,0,1,1
Mark Borowiecki,NSH,D,22,0,1,1,-2,38,18,0,0,0,0,0,54,37
Jarred Tinordi,NYR,D,21,0,1,1,-6,11,30,0,0,0,0,0,56,30
Kevin Connauton,PHI,D,7,0,1,1,4,7,5,0,0,0,0,0,12,3
Andrew Agozzino,OTT,LW,3,0,1,1,0,0,3,0,0,0,0,0,6,7
Tomas Jurco,FA,RW,8,0,1,1,0,0,11,0,0,0,0,0,4,2
Nathan Beaulieu,PIT,D,25,0,1,1,-5,20,26,0,0,0,0,0,39,30
Joseph Cramarossa,MIN,C,4,0,1,1,-1,15,3,0,0,0,0,0,10,1
Matthew Peca,STL,C,5,0,1,1,1,0,3,0,0,0,0,0,9,3
Nick Robertson,TOR,LW,6,0,1,1,1,0,9,0,0,0,0,0,3,2
Tyce Thompson,NJ,C,7,0,1,1,-3,0,4,0,0,0,0,0,5,2
Justin Richards,NYR,C,1,0,1,1,1,0,2,0,0,0,0,0,2,1
Drew O'Connor,PIT,C,10,0,1,1,-2,2,8,0,0,0,0,0,6,2
Quinton Byfield,LA,C,6,0,1,1,1,2,9,0,0,0,0,0,3,3
Jackson Cates,PHI,C,4,0,1,1,-3,0,7,0,0,0,0,0,0,0
Nick Caamano,DAL,RW,24,0,1,1,-7,17,33,0,0,0,0,0,41,8
Jeremy Davies,NSH,D,16,0,1,1,3,8,19,0,0,0,0,0,11,7
Klim Kostin,STL,RW,2,0,1,1,-1,0,0,0,0,0,0,0,9,0
Gerald Mayhew,ANH,C,4,0,1,1,1,0,5,0,0,1,0,0,7,4
Connor Bunnaman,FLA,C,18,0,1,1,-6,2,15,0,0,0,0,0,31,6
Lucas Carlsson,FLA,D,12,0,1,1,1,2,10,0,0,0,0,0,6,3
Tarmo Reunanen,CAR,D,4,0,1,1,1,0,5,0,0,0,0,0,4,5
Jalen Chatfield,CAR,D,18,0,1,1,-11,12,14,0,0,0,0,0,11,10
Christian Jaros,FA,D,7,0,1,1,-4,2,3,0,0,0,0,0,9,8
Kole Sherwood,NSH,C,6,0,1,1,-2,7,7,0,0,0,0,0,22,0
Glenn Gawdin,CGY,C,7,0,1,1,-1,0,1,0,0,0,0,0,12,1
Adam Ruzicka,CGY,C,3,0,1,1,2,4,3,0,0,0,0,0,1,0
Ivan Chekhovich,FA,LW,4,0,1,1,-3,0,5,0,0,0,0,0,0,2
Alex True,SEA,LW,7,0,1,1,1,6,7,0,0,0,0,0,4,5
Austin Strand,LA,D,13,0,1,1,2,8,11,0,0,0,0,0,14,15
Kristian Vesalainen,WPG,LW,12,0,1,1,0,0,5,0,0,0,0,0,8,5
Ryan McLeod,EDM,C,10,0,1,1,-2,0,3,0,0,0,0,0,3,5
Brogan Rafferty,ANH,D,1,0,1,1,-1,0,1,0,0,0,0,0,1,1
Peyton Krebs,BUF,C,4,0,1,1,1,0,1,0,0,0,0,0,4,1
Kevin Czuczman,MIN,D,2,0,0,0,-3,0,2,0,0,0,0,0,1,2
Patrick Brown,PHI,C,4,0,0,0,0,2,5,0,0,0,0,0,7,2
Josh Currie,FA,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonny Milano,ANH,LW,6,0,0,0,0,0,8,0,0,0,0,0,4,0
Ben Thomas,FA,D,5,0,0,0,1,0,3,0,0,0,0,0,4,4
Daniel Walcott,TB,D,1,0,0,0,-1,5,1,0,0,0,0,0,7,0
Chase De Leo,NJ,C,1,0,0,0,-2,0,1,0,0,0,0,0,1,0
Austin Poganski,WPG,RW,5,0,0,0,-1,0,0,0,0,0,0,0,8,2
Ryan MacInnis,BUF,C,16,0,0,0,-3,0,14,0,0,0,0,0,19,3
Louis Belpedio,MON,D,1,0,0,0,-1,0,2,0,0,0,0,0,3,1
Noah Juulsen,VAN,D,4,0,0,0,-3,0,5,0,0,0,0,0,9,4
Kyle Capobianco,ARI,D,2,0,0,0,-2,2,3,0,0,0,0,0,1,2
Guillaume Brisebois,VAN,D,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Filip Chlapik,FA,C,1,0,0,0,1,0,1,0,0,0,0,0,1,0
A.J. Greer,NJ,LW,1,0,0,0,0,7,0,0,0,0,0,0,0,0
Jacob Middleton,MIN,D,1,0,0,0,-2,2,1,0,0,0,0,0,2,1
Ondrej Kase,TOR,RW,3,0,0,0,0,0,4,0,0,0,0,0,1,1
Austin Czarnik,NYI,C,4,0,0,0,-1,0,2,0,0,0,0,0,2,2
Zachary Senyshyn,OTT,RW,8,0,0,0,-1,2,10,0,0,0,0,0,11,1
Martin Frk,LA,RW,1,0,0,0,-1,0,0,0,0,0,0,0,1,0
Joakim Ryan,FA,D,4,0,0,0,-1,0,2,0,0,0,0,0,1,1
Buddy Robinson,ANH,RW,9,0,0,0,0,0,6,0,0,0,0,0,14,0
Jean-Sebastien Dea,MON,C,1,0,0,0,-1,2,2,0,0,0,0,0,0,0
Brian Pinho,WAS,C,2,0,0,0,-2,0,3,0,0,0,0,0,1,1
Hudson Fasching,ARI,RW,5,0,0,0,-3,0,7,0,0,0,0,0,6,1
Kurtis Gabriel,CHI,RW,11,0,0,0,1,55,4,0,0,0,0,0,46,10
Frederik Gauthier,NJ,C,2,0,0,0,0,2,1,0,0,0,0,0,1,1
Michael McCarron,NSH,C,6,0,0,0,1,16,3,0,0,0,0,0,12,0
Justin Bailey,VAN,RW,3,0,0,0,-2,2,6,0,0,0,0,0,2,0
Scott Sabourin,OTT,RW,1,0,0,0,0,5,0,0,0,0,0,0,3,0
Zac Rinaldo,CLS,C,4,0,0,0,-1,5,1,0,0,0,0,0,13,0
Micheal Haley,FA,LW,4,0,0,0,-1,5,0,0,0,0,0,0,10,0
Luca Sbisa,FA,D,1,0,0,0,0,0,0,0,0,0,0,0,3,2
Yannick Weber,FA,D,2,0,0,0,-3,0,1,0,0,0,0,0,4,0
Michael Frolik,FA,LW,8,0,0,0,-3,0,14,0,0,0,0,0,9,1
Michael Chaput,PIT,C,13,0,0,0,-7,10,3,0,0,0,0,0,19,8
Mark Alt,FA,D,2,0,0,0,0,2,3,0,0,0,0,0,2,1
Brandon Davidson,BUF,D,6,0,0,0,-4,4,7,0,0,0,0,0,14,5
Kenny Agostino,FA,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Pirri,FA,C,1,0,0,0,-2,0,2,0,0,0,0,0,0,0
Aaron Ness,FA,D,1,0,0,0,0,0,1,0,0,0,0,0,2,0
Matt Bartkowski,FA,D,1,0,0,0,-1,0,2,0,0,0,0,0,1,1
Stefan Noesen,CAR,C,6,0,0,0,0,2,5,0,0,0,0,0,4,0
Andy Andreoff,NYI,C,6,0,0,0,-6,9,2,0,0,0,0,0,14,1
Andy Welinski,CGY,D,13,0,0,0,4,0,16,0,0,0,0,0,14,7
Xavier Ouellet,MON,D,6,0,0,0,-1,2,5,0,0,0,0,0,17,8
Fredrik Claesson,TB,D,6,0,0,0,0,12,4,0,0,0,0,0,10,7
Drew Shore,FA,C,4,0,0,0,-1,2,3,0,0,0,0,0,2,0
Connor McMichael,WAS,C,1,0,0,0,0,2,1,0,0,0,0,0,0,0
Jack Ahcan,BOS,D,3,0,0,0,-3,0,5,0,0,0,0,0,2,5
Brinson Pasichnuk,SJ,D,4,0,0,0,-1,2,3,0,0,0,0,0,2,3
Cole Smith,NSH,LW,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Matt Kiersted,FLA,D,7,0,0,0,-4,2,6,0,0,0,0,0,1,10
Josh Dunne,CLS,C,6,0,0,0,-1,4,7,0,0,0,0,0,12,7
Tim Gettinger,NYR,LW,2,0,0,0,-2,0,2,0,0,0,0,0,5,1
Oskar Steen,BOS,C,3,0,0,0,-1,2,6,0,0,0,0,0,11,1
Matthew Phillips,CGY,C,1,0,0,0,0,0,2,0,0,0,0,0,0,0
Tanner Laczynski,PHI,C,5,0,0,0,1,0,6,0,0,0,0,0,5,1
Jeffrey Viel,SJ,LW,11,0,0,0,-7,23,10,0,0,0,0,0,22,0
Vinni Lettieri,ANH,C,5,0,0,0,-3,0,7,0,0,0,0,0,9,1
C.J. Smith,CAR,LW,1,0,0,0,0,0,0,0,0,0,0,0,3,0
William Lockwood,VAN,RW,2,0,0,0,-2,2,3,0,0,0,0,0,6,1
Vitali Abramov,FA,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Keaton Middleton,COL,D,3,0,0,0,-1,4,2,0,0,0,0,0,4,1
Brett Murray,BUF,LW,2,0,0,0,1,0,1,0,0,0,0,0,3,1
Garrett Pilon,WAS,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Joey Anderson,TOR,RW,1,0,0,0,1,2,0,0,0,0,0,0,0,3
Frederic Allard,LA,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,1
Carsen Twarynski,SEA,LW,7,0,0,0,-3,2,4,0,0,0,0,0,17,2
Logan Brown,STL,C,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Dominik Simon,ANH,C,11,0,0,0,0,0,4,0,0,0,0,0,12,4
Sami Niku,MON,D,6,0,0,0,-3,8,2,0,0,0,0,0,0,7
Dakota Mermis,MIN,D,3,0,0,0,0,0,2,0,0,0,0,0,10,4
Cameron Hughes,BOS,C,1,0,0,0,-1,0,3,0,0,0,0,0,2,1
David Kase,PHI,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Dmytro Timashov,FA,LW,1,0,0,0,-2,0,1,0,0,0,0,0,2,0
Colton White,NJ,D,2,0,0,0,-1,0,3,0,0,0,0,0,2,0
Jonas Siegenthaler,NJ,D,15,0,0,0,-9,4,7,0,0,0,0,0,20,17
Dennis Gilbert,COL,D,3,0,0,0,0,5,0,0,0,0,0,0,2,1
Will Borgen,SEA,D,10,0,0,0,-4,4,7,0,0,0,0,0,30,14
Jonah Gadjovich,SJ,LW,1,0,0,0,-1,17,0,0,0,0,0,0,1,0
Drake Rymsha,FA,C,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Maksim Sushko,PHI,RW,2,0,0,0,-1,0,0,0,0,0,0,0,2,0
David Farrance,NSH,D,2,0,0,0,3,0,3,0,0,0,0,0,1,1
Sheldon Dries,VAN,C,3,0,0,0,1,4,1,0,0,0,0,0,6,0
Philippe Maillet,FA,C,2,0,0,0,-1,0,1,0,0,0,0,0,1,0
Sheldon Rempal,VAN,LW,3,0,0,0,0,0,3,0,0,0,0,0,0,3
Kole Lind,SEA,RW,7,0,0,0,-4,0,4,0,0,0,0,0,8,3
Morgan Frost,PHI,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy Liljegren,TOR,D,2,0,0,0,1,2,1,0,0,0,0,0,3,2
Jacob Bernard-Docker,OTT,D,5,0,0,0,2,0,6,0,0,0,0,0,3,5
Martin Kaut,COL,RW,5,0,0,0,-1,4,2,0,0,0,0,0,6,1
Calen Addison,MIN,D,3,0,0,0,0,0,4,0,0,0,0,0,2,1
David Gustafsson,WPG,C,4,0,0,0,-1,0,1,0,0,0,0,0,0,0
Jesse Ylonen,MON,LW,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Par Lindholm,FA,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Juuso Riikola,PIT,D,2,0,0,0,0,0,1,0,0,0,0,0,5,1
Antti Suomela,FA,C,4,0,0,0,0,0,4,0,0,0,0,0,6,4
Otto Leskinen,MON,D,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Alec Regula,CHI,D,3,0,0,0,-1,0,1,0,0,0,0,0,3,3
Joey Keane,CAR,D,1,0,0,0,-1,0,1,0,0,0,0,0,2,0
Reese Johnson,CHI,RW,5,0,0,0,-2,9,4,0,0,0,0,0,22,2
Brady Keeper,VAN,D,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Egor Zamula,PHI,D,2,0,0,0,1,0,5,0,0,0,0,0,1,1
Simon Benoit,ANH,D,6,0,0,0,-3,2,3,0,0,0,0,0,20,9
Cam York,PHI,D,3,0,0,0,-1,0,1,0,0,0,0,0,1,2
Ville Heinola,WPG,D,5,0,0,0,-2,2,9,0,0,0,0,0,2,9
Olle Alsing,OTT,D,4,0,0,0,-1,0,1,0,0,0,0,0,4,2
Joakim Nygard,FA,LW,9,0,0,0,-2,4,6,0,0,0,0,0,4,0
Lean Bergmann,FA,LW,1,0,0,0,-1,4,1,0,0,0,0,0,3,1
Marc Michaelis,FA,LW,15,0,0,0,-5,2,3,0,0,0,0,0,12,10
