Player,Team,Pos,GP,G,A,Pts,PtsPerG,fPts,fPtsPerG,PPP,SHP,SOG,Hits,BS
Carl Soderberg,FA,F,45,7,10,17,0.38,57.7,1.3,5,1,61,66,36
Nick Bjugstad,MIN,F,44,6,11,17,0.39,47.1,1.1,1,0,78,48,22
Nicolas Hague,VGK,D,52,5,12,17,0.33,71.7,1.4,0,0,78,94,65
Ryan Getzlaf,ANH,F,48,5,12,17,0.35,60.6,1.2,4,0,70,66,46
Tyler Bozak,STL,F,31,5,12,17,0.55,40.7,1.3,4,3,35,17,20
Gustav Forsling,FLA,D,43,5,12,17,0.4,57.4,1.3,4,0,94,30,42
Cody Ceci,EDM,D,53,4,13,17,0.32,69.2,1.3,0,0,58,74,70
Nikita Zaitsev,OTT,D,55,4,13,17,0.31,94.9,1.7,0,1,70,114,110
Ryan Pulock,NYI,D,56,2,15,17,0.3,94.3,1.7,1,0,121,97,106
Mario Ferraro,SJ,D,56,1,16,17,0.3,89.3,1.6,4,0,58,155,96
Carson Soucy,SEA,D,50,1,16,17,0.34,53.4,1.1,0,0,47,62,49
Zach Sanford,WPG,F,52,10,6,16,0.31,64.1,1.2,3,2,67,69,44
Alex Chiasson,VAN,F,45,9,7,16,0.36,42.5,0.9,7,0,65,40,7
Jakob Silfverberg,ANH,F,47,8,8,16,0.34,50.0,1.1,3,1,91,19,26
Philipp Kurashev,CHI,F,54,8,8,16,0.3,45.2,0.8,5,0,65,32,18
Brandon Tanev,SEA,F,32,7,9,16,0.5,58.7,1.8,0,2,43,139,33
Charlie Coyle,BOS,F,51,6,10,16,0.31,49.1,1.0,2,1,79,57,24
Carl Hagelin,WAS,F,56,6,10,16,0.29,42.7,0.8,0,1,85,22,19
Paul Byron,MON,F,46,5,11,16,0.35,48.5,1.0,0,1,44,116,22
Mike Matheson,PIT,D,44,5,11,16,0.36,54.2,1.2,1,0,86,41,40
Esa Lindell,DAL,D,56,5,11,16,0.29,95.9,1.7,2,1,100,114,104
Adam Boqvist,CLS,D,35,2,14,16,0.46,43.3,1.2,8,0,39,29,29
Ryan Lindgren,NYR,D,51,1,15,16,0.31,58.8,1.1,0,1,65,98,50
Nic Dowd,WAS,F,56,11,4,15,0.27,63.7,1.1,0,0,68,109,40
Dominik Kahun,FA,F,48,9,6,15,0.31,38.7,0.8,1,0,69,13,12
Michael McLeod,NJ,F,52,9,6,15,0.29,48.9,0.9,0,0,60,89,20
Zach Aston-Reese,ANH,F,45,9,6,15,0.33,53.9,1.2,0,1,79,95,24
Sammy Blais,NYR,F,36,8,7,15,0.42,41.4,1.1,0,0,31,103,10
Colton Sissons,NSH,F,54,8,7,15,0.28,50.7,0.9,0,2,58,74,27
Sam Gagner,DET,F,42,7,8,15,0.36,38.8,0.9,1,0,88,5,14
Jason Dickinson,VAN,F,51,7,8,15,0.29,61.4,1.2,1,0,66,78,49
William Carrier,VGK,F,52,6,9,15,0.29,47.1,0.9,0,0,65,131,13
Luke Glendening,DAL,F,54,6,9,15,0.28,63.0,1.2,0,0,67,68,57
Valtteri Filppula,FA,F,38,6,9,15,0.39,31.9,0.8,0,0,25,9,15
Derek Grant,ANH,F,46,6,9,15,0.33,54.6,1.2,0,1,66,65,40
Nicolas Roy,VGK,F,50,6,9,15,0.3,42.7,0.8,0,0,52,50,23
Teuvo Teravainen,CAR,F,21,5,10,15,0.71,31.2,1.5,2,0,49,8,9
Nate Schmidt,WPG,D,54,5,10,15,0.28,65.6,1.2,0,1,76,15,72
Noah Hanifin,CGY,D,47,4,11,15,0.32,52.2,1.1,3,0,89,28,40
Duncan Keith,EDM,D,54,4,11,15,0.28,81.8,1.5,6,0,110,33,91
Alexandre Texier,CLS,F,49,4,11,15,0.31,40.9,0.8,0,0,75,49,19
Connor Murphy,CHI,D,50,3,12,15,0.3,98.5,2.0,1,1,78,102,123
Jaccob Slavin,CAR,D,52,3,12,15,0.29,76.1,1.5,1,1,101,35,87
Travis Sanheim,PHI,D,55,3,12,15,0.27,69.3,1.3,0,0,100,48,73
Ryan Graves,NJ,D,54,2,13,15,0.28,80.3,1.5,0,0,101,77,91
Kevin Shattenkirk,ANH,D,55,2,13,15,0.27,63.5,1.1,5,0,93,57,58
Scott Mayfield,NYI,D,56,2,13,15,0.27,86.5,1.5,0,0,79,76,108
Oskar Lindblom,PHI,F,50,8,6,14,0.28,44.1,0.9,0,0,58,43,24
Johan Larsson,WAS,F,52,8,6,14,0.27,52.5,1.0,0,0,58,77,34
Kevin Rooney,NYR,F,54,8,6,14,0.26,57.7,1.1,0,2,62,110,35
Tage Thompson,BUF,F,38,8,6,14,0.37,39.6,1.0,3,0,96,25,8
Joel Armia,MON,F,41,7,7,14,0.34,44.9,1.1,1,2,73,86,13
Jeff Skinner,BUF,F,53,7,7,14,0.26,40.6,0.8,1,0,111,20,12
Bobby Ryan,FA,F,33,7,7,14,0.42,41.4,1.2,3,0,73,31,17
Casey Cizikas,NYI,F,56,7,7,14,0.25,51.9,0.9,0,0,72,112,25
Evan Rodrigues,PIT,F,35,7,7,14,0.4,35.6,1.0,2,0,65,21,10
Danton Heinen,PIT,F,43,7,7,14,0.33,47.3,1.1,1,0,76,32,30
Radek Faksa,DAL,F,55,6,8,14,0.25,63.4,1.1,2,1,94,100,45
Marcus Johansson,WAS,F,36,6,8,14,0.39,34.8,0.9,6,0,46,12,12
Jamie Oleksiak,SEA,D,56,6,8,14,0.25,87.2,1.6,0,0,84,148,88
Jake DeBrusk,BOS,F,41,5,9,14,0.34,43.0,1.0,3,0,92,33,20
Adam Pelech,NYI,D,56,4,10,14,0.25,70.3,1.2,0,2,82,66,73
Brian Dumoulin,PIT,D,41,4,10,14,0.34,57.3,1.4,0,1,50,63,55
Blake Comeau,DAL,F,51,4,10,14,0.27,46.2,0.9,0,2,76,106,18
Vladimir Tarasenko,STL,F,24,4,10,14,0.58,38.0,1.6,6,0,65,30,15
Noah Dobson,NYI,D,46,3,11,14,0.3,59.9,1.3,5,0,69,40,59
Artem Zub,OTT,D,47,3,11,14,0.3,64.8,1.4,0,0,39,89,70
Nick Jensen,WAS,D,53,2,12,14,0.26,60.1,1.1,0,0,60,56,65
T.J. Brodie,TOR,D,56,1,13,14,0.25,66.7,1.2,3,0,48,34,84
Ryan Murray,COL,D,48,0,14,14,0.29,57.2,1.2,0,0,29,38,73
Michael Bunting,TOR,F,21,10,3,13,0.62,31.6,1.5,3,0,38,28,1
Rocco Grimaldi,NSH,F,40,10,3,13,0.33,36.2,0.9,0,1,62,20,9
Brock McGinn,PIT,F,37,8,5,13,0.35,37.7,1.0,0,1,58,44,12
Ryan Dzingel,SJ,F,40,8,5,13,0.33,36.7,0.9,3,0,48,44,10
Alexander Volkov,FA,F,37,7,6,13,0.35,40.6,1.1,1,0,35,36,26
Josh Archibald,EDM,F,52,7,6,13,0.25,62.9,1.2,0,0,62,192,35
Artturi Lehkonen,COL,F,47,7,6,13,0.28,49.3,1.0,0,3,78,85,23
Curtis Lazar,BOS,F,50,7,6,13,0.26,46.4,0.9,0,0,55,99,22
Matt Duchene,NSH,F,34,6,7,13,0.38,35.8,1.0,3,0,73,30,10
Eric Staal,FA,F,53,5,8,13,0.25,37.5,0.7,3,0,82,23,15
Alex Galchenyuk,ARI,F,34,5,8,13,0.38,34.1,1.0,1,0,62,44,10
Lawson Crouse,ARI,F,51,4,9,13,0.25,55.5,1.1,2,0,70,155,30
Jordan Martinook,CAR,F,44,4,9,13,0.3,42.7,1.0,0,1,62,90,20
Richard Panik,NYI,F,48,4,9,13,0.27,40.9,0.8,1,0,59,70,21
Michael Del Zotto,OTT,D,53,4,9,13,0.25,64.2,1.2,0,0,77,125,54
Riley Sheahan,SEA,F,53,4,9,13,0.25,31.1,0.6,0,1,44,17,15
Dylan Cozens,BUF,F,41,4,9,13,0.32,32.2,0.8,1,0,62,30,11
Trevor Zegras,ANH,F,24,3,10,13,0.54,24.0,1.0,0,0,53,7,4
John Leonard,SJ,F,44,3,10,13,0.3,33.5,0.8,1,0,60,25,17
John Marino,PIT,D,52,3,10,13,0.25,53.9,1.0,4,1,56,48,50
Keegan Kolesar,VGK,F,44,3,10,13,0.3,38.8,0.9,0,0,46,107,15
Joel Edmundson,MON,D,55,3,10,13,0.24,71.0,1.3,0,0,77,98,75
Jake Evans,MON,F,47,3,10,13,0.28,43.4,0.9,0,2,55,79,26
Derek Ryan,EDM,F,43,2,11,13,0.3,30.5,0.7,0,0,37,13,21
Kyle Okposo,BUF,F,35,2,11,13,0.37,30.4,0.9,0,2,45,29,14
Erik Brannstrom,OTT,D,30,2,11,13,0.43,32.3,1.1,3,0,42,26,18
Ross Colton,TB,F,30,9,3,12,0.4,32.2,1.1,0,0,46,36,6
Brandon Sutter,VAN,F,43,9,3,12,0.28,44.3,1.0,0,2,65,18,28
Pierre Engvall,TOR,F,42,7,5,12,0.29,35.4,0.8,0,0,61,43,12
Sam Steel,ANH,F,42,6,6,12,0.29,35.8,0.8,0,0,42,41,19
K'Andre Miller,NYR,D,53,5,7,12,0.23,72.0,1.4,1,1,62,93,77
Dylan Gambrell,OTT,F,49,5,7,12,0.24,57.0,1.2,0,1,48,77,54
Ivan Barbashev,STL,F,38,5,7,12,0.32,34.2,0.9,1,0,43,49,15
Danny DeKeyser,DET,D,47,4,8,12,0.26,65.2,1.4,0,0,43,44,81
Colin Miller,BUF,D,48,4,8,12,0.25,59.0,1.2,4,0,64,91,51
Vinnie Hinostroza,BUF,F,26,4,8,12,0.46,24.5,0.9,0,0,33,37,3
Mikhail Grigorenko,FA,F,32,4,8,12,0.38,29.5,0.9,0,0,36,14,17
Ryan McDonagh,TB,D,50,4,8,12,0.24,79.4,1.6,0,0,85,69,96
Alexander Radulov,DAL,F,11,4,8,12,1.09,24.4,2.2,6,0,25,4,5
Michael Rasmussen,DET,F,40,3,9,12,0.3,43.4,1.1,2,0,62,72,28
Robert Thomas,STL,F,33,3,9,12,0.36,23.2,0.7,0,0,22,5,11
Nicolas Aube-Kubel,COL,F,50,3,9,12,0.24,40.3,0.8,0,0,53,120,16
Colton Parayko,STL,D,32,2,10,12,0.38,55.5,1.7,0,0,60,35,64
Jacob Trouba,NYR,D,38,2,10,12,0.32,74.6,1.9,1,0,70,111,84
Derek Forbort,BOS,D,56,2,10,12,0.21,86.2,1.5,0,0,67,80,115
Chris Tanev,CGY,D,56,2,10,12,0.21,77.4,1.4,0,0,66,33,107
Dante Fabbro,NSH,D,40,2,10,12,0.3,52.6,1.3,2,0,59,32,57
Vladislav Gavrikov,CLS,D,55,2,10,12,0.22,64.2,1.2,0,0,48,69,77
Zach Whitecloud,VGK,D,51,2,10,12,0.24,65.4,1.3,0,0,54,85,75
Jake Bean,CLS,D,42,1,11,12,0.29,33.2,0.8,5,0,55,17,21
David Kampf,TOR,F,56,1,11,12,0.21,30.8,0.5,0,0,63,45,14
Erik Gustafsson,CHI,D,29,1,11,12,0.41,31.4,1.1,5,0,33,21,21
Pierre-Edouard Bellemare,TB,F,53,9,2,11,0.21,46.6,0.9,0,0,60,26,36
Jaret Anderson-Dolan,LA,F,34,7,4,11,0.32,37.4,1.1,1,0,37,52,20
Max Jones,ANH,F,46,7,4,11,0.24,42.7,0.9,3,0,77,100,11
Rasmus Asplund,BUF,F,28,7,4,11,0.39,24.4,0.9,0,0,34,15,3
Matt Martin,NYI,F,54,6,5,11,0.2,54.4,1.0,2,0,68,181,23
Tyler Pitlick,MON,F,38,6,5,11,0.29,52.2,1.4,1,1,56,81,41
Nico Hischier,NJ,F,21,6,5,11,0.52,35.0,1.7,4,1,44,11,20
Carl Grundstrom,LA,F,47,6,5,11,0.23,46.5,1.0,2,0,66,104,23
Joel Kiviranta,DAL,F,26,6,5,11,0.42,30.1,1.2,1,0,31,40,11
Adam Gaudette,OTT,F,40,5,6,11,0.28,36.7,0.9,3,0,66,16,22
Andrew Cogliano,COL,F,54,5,6,11,0.2,45.2,0.8,0,1,88,79,24
Andreas Johnsson,NJ,F,50,5,6,11,0.22,35.4,0.7,1,0,65,39,17
Yakov Trenin,NSH,F,45,5,6,11,0.24,42.1,0.9,0,0,62,94,21
Anders Bjork,BUF,F,45,5,6,11,0.24,31.9,0.7,0,1,41,48,13
Brendan Lemieux,LA,F,49,4,7,11,0.22,43.9,0.9,0,0,50,109,26
Noel Acciari,FLA,F,41,4,7,11,0.27,64.4,1.6,3,1,68,91,63
Michael Raffl,DAL,F,44,4,7,11,0.25,41.1,0.9,0,0,50,71,28
Mark Jankowski,BUF,F,45,4,7,11,0.24,32.5,0.7,0,0,35,35,21
Cal Clutterbuck,NYI,F,50,4,7,11,0.22,51.1,1.0,0,1,50,191,23
Troy Stecher,LA,D,44,3,8,11,0.25,45.8,1.0,0,0,55,33,46
Jujhar Khaira,CHI,F,40,3,8,11,0.28,43.7,1.1,0,0,41,151,21
Christian Fischer,ARI,F,52,3,8,11,0.21,47.5,0.9,1,0,47,148,27
Christian Djoos,FA,D,36,2,9,11,0.31,32.9,0.9,4,0,39,10,26
Radko Gudas,FLA,D,54,2,9,11,0.2,82.4,1.5,0,0,84,250,72
Juuso Valimaki,CGY,D,49,2,9,11,0.22,53.0,1.1,0,0,72,28,60
Mikey Anderson,LA,D,54,1,10,11,0.2,61.8,1.1,0,2,52,66,74
Philippe Myers,NSH,D,44,1,10,11,0.25,46.6,1.0,0,0,77,69,40
Will Butcher,BUF,D,23,1,10,11,0.48,31.4,1.3,2,0,37,7,28
Jordan Oesterle,DET,D,43,1,10,11,0.26,54.3,1.3,4,0,38,45,64
Travis Boyd,ARI,F,39,5,5,10,0.26,27.1,0.7,1,0,23,18,15
Nicolas Deslauriers,MIN,F,49,5,5,10,0.2,45.1,0.9,0,0,65,136,20
James Neal,STL,F,29,5,5,10,0.34,27.2,0.9,3,0,51,26,6
Trevor Lewis,CGY,F,56,5,5,10,0.18,40.9,0.7,0,2,68,71,22
Brendan Smith,CAR,D,48,5,5,10,0.21,49.7,1.0,0,0,58,84,41
Colton Sceviour,EDM,F,46,5,5,10,0.22,40.7,0.9,0,0,53,64,28
Jimmy Vesey,NJ,F,50,5,5,10,0.2,34.6,0.7,0,1,58,38,19
Kevin Stenlund,CLS,F,32,5,5,10,0.31,27.9,0.8,1,0,42,17,13
Nikita Gusev,FA,F,31,4,6,10,0.32,23.1,0.7,2,0,72,4,1
Adam Larsson,SEA,D,56,4,6,10,0.18,99.8,1.8,0,0,52,166,128
Cody Glass,NSH,F,27,4,6,10,0.37,24.8,0.9,5,0,28,10,9
Blake Lizotte,LA,F,41,3,7,10,0.24,30.9,0.7,0,0,42,32,21
Drake Caggiula,BUF,F,38,3,7,10,0.26,28.5,0.7,0,0,46,64,9
Nathan Bastian,NJ,F,41,3,7,10,0.24,43.7,1.0,0,0,46,136,25
Austin Watson,OTT,F,34,3,7,10,0.29,52.1,1.5,0,1,41,100,49
Patrik Nemeth,NYR,D,52,3,7,10,0.19,60.5,1.2,0,0,53,87,67
Marc Staal,DET,D,56,3,7,10,0.18,46.6,0.8,0,0,53,58,45
Travis Hamonic,OTT,D,38,3,7,10,0.26,66.2,1.7,0,0,79,48,81
Brady Skjei,CAR,D,52,3,7,10,0.19,61.5,1.2,0,1,104,66,62
Tanner Kero,DAL,F,39,3,7,10,0.26,28.0,0.7,2,0,39,31,14
Nicholas Merkley,NYR,F,27,2,8,10,0.37,21.6,0.8,1,0,38,28,5
Frederick Gaudreau,MIN,F,19,2,8,10,0.53,19.9,1.0,0,1,20,9,9
Zdeno Chara,NYI,D,55,2,8,10,0.18,61.0,1.1,0,0,67,88,67
Mason Marchment,FLA,F,33,2,8,10,0.3,28.3,0.8,0,0,50,73,8
Matt Roy,LA,D,44,2,8,10,0.23,58.3,1.3,1,1,57,61,67
Nikolai Knyzhov,SJ,D,56,2,8,10,0.18,52.5,0.9,0,0,51,84,54
Kirby Dach,CHI,F,18,2,8,10,0.56,21.8,1.2,1,0,26,7,12
Jordie Benn,MIN,D,39,1,9,10,0.26,42.9,1.1,0,0,45,19,51
Calvin de Haan,CHI,D,44,1,9,10,0.23,69.7,1.6,1,0,58,99,85
Markus Nutivaara,FLA,D,30,0,10,10,0.33,24.5,0.8,0,0,45,35,13
Wayne Simmonds,TOR,F,38,7,2,9,0.24,37.6,1.0,3,0,62,64,15
Tyler Motte,NYR,F,24,6,3,9,0.38,43.0,1.8,0,0,40,100,28
Josh Leivo,CAR,F,38,6,3,9,0.24,24.3,0.6,0,0,50,33,2
Mikhail Maltsev,COL,F,33,6,3,9,0.27,27.1,0.8,0,0,55,26,8
Isac Lundestrom,ANH,F,41,6,3,9,0.22,31.3,0.8,0,0,52,16,19
Devin Shore,EDM,F,38,5,4,9,0.24,37.5,1.0,0,1,27,73,26
Oskar Sundqvist,DET,F,28,4,5,9,0.32,35.2,1.2,3,0,32,50,25
Patrick Marleau,FA,F,56,4,5,9,0.16,32.9,0.6,2,0,54,40,19
Sean Kuraly,CLS,F,47,4,5,9,0.19,42.7,0.9,0,1,88,99,21
Nolan Patrick,VGK,F,52,4,5,9,0.17,32.9,0.6,3,0,49,45,18
Wyatt Kalynuk,CHI,D,21,4,5,9,0.43,28.6,1.3,0,0,26,25,21
Morgan Geekie,SEA,F,36,3,6,9,0.25,21.8,0.6,2,0,30,28,6
Anton Stralman,ARI,D,38,3,6,9,0.24,34.5,0.9,0,0,38,37,30
Tyler Ennis,OTT,F,30,3,6,9,0.3,23.1,0.8,0,0,38,43,6
Marco Scandella,STL,D,49,3,6,9,0.18,56.0,1.1,0,1,55,60,64
Marcus Pettersson,PIT,D,47,2,7,9,0.19,40.2,0.9,0,0,46,51,39
Artem Anisimov,FA,F,19,2,7,9,0.47,19.9,1.0,1,0,30,9,9
Jacob Bryson,BUF,D,38,1,8,9,0.24,38.6,1.0,1,2,24,32,43
Jacob MacDonald,COL,D,33,1,8,9,0.27,34.2,1.0,0,0,49,38,31
Jakub Zboril,BOS,D,42,0,9,9,0.21,36.3,0.9,2,0,35,63,33
Kris Russell,EDM,D,35,0,9,9,0.26,54.7,1.5,0,0,41,41,75
Dylan DeMelo,WPG,D,52,0,9,9,0.17,50.5,1.0,0,1,44,76,58
Cedric Paquette,MON,F,47,4,4,8,0.17,41.9,0.9,0,0,33,136,26
Brett Ritchie,CGY,F,32,4,4,8,0.25,28.3,0.9,0,0,36,97,6
Austin Wagner,LA,F,44,4,4,8,0.18,33.4,0.8,0,0,67,97,10
Eetu Luostarinen,FLA,F,44,3,5,8,0.18,32.4,0.7,0,0,34,55,25
Henri Jokiharju,BUF,D,46,3,5,8,0.17,47.2,1.0,0,0,50,47,53
Alexander Barabanov,SJ,F,22,3,5,8,0.36,21.5,1.0,1,0,23,7,14
Dryden Hunt,NYR,F,26,3,5,8,0.31,26.8,1.0,0,0,39,94,5
Jamie Drysdale,ANH,D,24,3,5,8,0.33,26.5,1.1,1,0,28,7,23
Darren Helm,COL,F,47,3,5,8,0.17,33.2,0.7,0,0,83,39,20
Evgeny Svechnikov,WPG,F,21,3,5,8,0.38,19.1,0.9,2,0,21,20,6
Brett Kulak,EDM,D,46,2,6,8,0.17,45.5,1.0,0,0,57,28,54
Brayden McNabb,VGK,D,41,2,6,8,0.2,61.7,1.5,0,0,39,98,76
Julien Gauthier,NYR,F,30,2,6,8,0.27,23.9,0.8,0,0,38,56,9
Steven Lorentz,CAR,F,45,2,6,8,0.18,26.7,0.6,0,0,40,47,16
Ethan Bear,CAR,D,43,2,6,8,0.19,45.9,1.0,0,0,53,31,55
Ian Cole,CAR,D,54,1,7,8,0.15,62.8,1.1,0,0,30,38,94
Nikita Zadorov,CGY,D,55,1,7,8,0.15,70.2,1.3,0,0,52,190,74
Leo Komarov,FA,F,33,1,7,8,0.24,26.0,0.8,0,1,27,83,11
Phil Di Giuseppe,VAN,F,31,1,7,8,0.26,29.2,0.9,0,0,44,78,16
Jeremy Lauzon,NSH,D,41,1,7,8,0.2,50.6,1.2,0,1,48,98,53
Joel Hanley,DAL,D,35,0,8,8,0.23,29.7,0.8,0,0,27,40,30
Jake Gardiner,CAR,D,26,0,8,8,0.31,20.8,0.8,3,0,23,15,15
Alexander Edler,LA,D,52,0,8,8,0.15,84.9,1.6,0,0,99,80,118
Jan Rutta,TB,D,35,0,8,8,0.23,32.6,0.9,0,2,46,30,32
Tanner Jeannot,NSH,F,15,5,2,7,0.47,24.1,1.6,0,2,23,53,7
Matt Nieto,SJ,F,28,5,2,7,0.25,28.5,1.0,0,0,45,25,19
Tobias Rieder,FA,F,44,5,2,7,0.16,37.4,0.8,0,0,63,21,34
Kyle Clifford,TOR,F,50,4,3,7,0.14,33.4,0.7,0,1,65,69,17
Wade Allison,PHI,F,14,4,3,7,0.5,21.7,1.5,1,0,24,28,10
Jesper Boqvist,NJ,F,28,4,3,7,0.25,20.9,0.7,0,0,34,15,10
Ian Mitchell,CHI,D,39,3,4,7,0.18,32.6,0.8,0,0,23,18,37
Matthew Highmore,VAN,F,42,3,4,7,0.17,28.8,0.7,0,0,40,43,21
Cody Eakin,BUF,F,46,3,4,7,0.15,27.2,0.6,0,0,39,33,20
Riley Nash,TB,F,37,2,5,7,0.19,26.8,0.7,0,0,40,33,21
Brett Howden,VGK,F,42,1,6,7,0.17,35.0,0.8,0,1,33,57,35
Shane Pinto,OTT,F,12,1,6,7,0.58,14.7,1.2,0,0,11,11,9
Josh Manson,COL,D,23,1,6,7,0.3,31.5,1.3,0,0,19,61,31
Ben Chiarot,FLA,D,41,1,6,7,0.17,54.3,1.3,1,0,81,77,60
Joakim Nordstrom,FA,F,44,1,6,7,0.16,36.8,0.8,0,0,46,92,30
Connor Clifton,BOS,D,44,1,6,7,0.16,50.1,1.1,0,1,48,108,52
Jacob Larsson,ANH,D,46,1,6,7,0.15,45.9,1.0,0,1,42,37,59
Ben Harpur,NSH,D,34,0,7,7,0.21,29.7,0.9,0,1,33,44,29
Conor Timmins,ARI,D,31,0,7,7,0.23,22.9,0.7,0,0,31,18,22
Arttu Ruotsalainen,BUF,F,17,5,1,6,0.35,17.4,1.0,0,0,28,16,4
Noah Gregor,SJ,F,30,5,1,6,0.2,31.2,1.0,0,0,60,47,19
Alex Formenton,OTT,F,20,4,2,6,0.3,19.5,0.9,0,1,27,23,8
Lias Andersson,LA,F,23,3,3,6,0.26,16.6,0.7,0,0,23,8,9
Dylan Coghlan,VGK,D,29,3,3,6,0.21,23.0,0.8,0,0,31,29,16
Brett Connolly,CHI,F,31,3,3,6,0.19,20.5,0.6,1,0,26,44,8
Travis Dermott,VAN,D,51,2,4,6,0.12,33.5,0.6,0,0,36,44,35
Hampus Lindholm,BOS,D,18,2,4,6,0.33,21.8,1.2,1,0,29,9,19
Sam Carrick,ANH,F,13,2,4,6,0.46,15.2,1.2,1,0,23,29,3
Sami Vatanen,FA,D,39,2,4,6,0.15,40.7,1.0,0,0,55,27,49
Radim Simek,SJ,D,40,2,4,6,0.15,42.7,1.1,0,0,26,76,49
Nicolas Beaudin,CHI,D,19,2,4,6,0.32,21.1,1.1,1,0,7,14,21
Alexander Romanov,MON,D,54,1,5,6,0.11,58.4,1.1,1,0,71,138,60
Tobias Bjornfot,LA,D,33,1,5,6,0.18,29.8,0.9,0,0,30,28,34
David Savard,MON,D,54,1,5,6,0.11,82.1,1.5,0,1,69,132,109
Justin Braun,NYR,D,53,1,5,6,0.11,57.2,1.1,0,0,59,78,73
Derek Stepan,CAR,F,20,1,5,6,0.3,22.9,1.1,2,0,44,25,16
Marc-Edouard Vlasic,SJ,D,51,1,5,6,0.12,46.7,0.9,0,0,37,40,64
Frans Nielsen,FA,F,29,1,5,6,0.21,17.7,0.6,0,0,24,23,12
Sam Lafferty,CHI,F,34,0,6,6,0.18,23.7,0.7,0,0,33,89,11
Carter Rowney,DET,F,19,0,6,6,0.32,22.0,1.2,0,0,10,45,21
Kale Clague,MON,D,18,0,6,6,0.33,15.8,0.8,0,0,24,9,13
Mikko Lehtonen,FA,D,26,0,6,6,0.23,20.3,0.8,1,0,33,30,15
Jake Virtanen,FA,F,38,5,0,5,0.13,29.8,0.8,1,0,50,83,12
Juho Lammikko,VAN,F,44,4,1,5,0.11,26.8,0.6,0,1,43,50,16
Ryan Carpenter,CGY,F,40,4,1,5,0.12,31.4,0.8,1,1,51,78,17
Trent Frederic,BOS,F,42,4,1,5,0.12,27.0,0.6,0,0,44,61,15
Adam Brooks,WPG,F,11,4,1,5,0.45,13.4,1.2,1,1,10,14,2
Cole Caufield,MON,F,10,4,1,5,0.5,12.3,1.2,0,0,30,3,0
Logan O'Connor,COL,F,22,3,2,5,0.23,20.6,0.9,0,0,37,29,12
Ty Dellandrea,DAL,F,26,3,2,5,0.19,22.3,0.8,3,0,31,47,10
Emil Bemstrom,CLS,F,20,3,2,5,0.25,16.8,0.8,1,0,28,15,8
Mathieu Olivier,NSH,F,30,3,2,5,0.17,26.7,0.9,1,0,25,62,19
Andrej Sekera,DAL,D,46,3,2,5,0.11,47.0,1.0,0,0,33,47,62
Jayce Hawryluk,FA,F,30,2,3,5,0.17,18.6,0.6,0,0,18,43,11
John Hayden,BUF,F,29,2,3,5,0.17,25.5,0.9,0,0,21,84,16
Robert Hagg,FLA,D,34,2,3,5,0.15,35.4,1.0,0,0,29,100,31
Zack Kassian,EDM,F,27,2,3,5,0.19,17.6,0.6,0,0,18,73,3
Kyle Turris,EDM,F,27,2,3,5,0.19,15.3,0.6,0,0,27,16,8
Nate Thompson,PHI,F,44,2,3,5,0.11,25.5,0.6,0,1,20,60,20
Chris Wagner,BOS,F,41,2,3,5,0.12,31.2,0.8,0,1,57,75,21
Steven Kampfer,FA,D,20,2,3,5,0.25,24.3,1.2,1,0,28,20,24
Evan Bouchard,EDM,D,14,2,3,5,0.36,17.9,1.2,1,0,38,11,11
Pierre-Olivier Joseph,PIT,D,16,1,4,5,0.31,14.4,0.9,0,0,27,22,7
Victor Mete,OTT,D,28,1,4,5,0.18,27.4,1.0,0,0,20,19,35
Justin Dowling,VAN,F,27,1,4,5,0.19,12.4,0.4,1,0,27,17,3
Marcus Sorensen,FA,F,29,1,4,5,0.17,16.3,0.6,0,0,26,22,11
Ryan Reaves,NYR,F,37,1,4,5,0.14,30.2,0.8,0,0,26,141,15
Andy Greene,NYI,D,55,1,4,5,0.09,64.6,1.2,0,0,50,41,99
Jay Beagle,ARI,F,30,1,4,5,0.17,15.5,0.5,0,0,21,34,8
Robert Bortuzzo,STL,D,40,1,4,5,0.12,42.1,1.1,0,0,31,85,49
Ben Hutton,VGK,D,38,1,4,5,0.13,35.3,0.9,0,0,54,44,39
Dean Kukan,CLS,D,35,1,4,5,0.14,31.5,0.9,0,0,29,36,38
Niklas Hjalmarsson,FA,D,41,0,5,5,0.12,43.9,1.0,0,0,29,15,69
Jon Merrill,MIN,D,49,0,5,5,0.1,47.5,1.0,0,0,41,34,70
Tyler Graovac,FA,F,14,3,1,4,0.29,13.0,0.9,1,0,17,13,5
Mark Pysyk,BUF,D,36,3,1,4,0.11,23.7,0.6,0,0,51,36,16
David Backes,FA,F,15,3,1,4,0.27,21.1,1.4,0,0,30,31,16
Brandon Carlo,BOS,D,27,3,1,4,0.15,32.6,1.2,0,0,43,38,35
Haydn Fleury,SEA,D,47,3,1,4,0.09,47.0,1.0,0,0,62,63,55
Anthony Angello,PIT,F,19,2,2,4,0.21,14.5,0.7,1,0,19,51,2
Kurtis MacDermid,COL,D,28,2,2,4,0.14,29.7,1.0,0,0,16,46,35
Michael Stone,CGY,D,21,2,2,4,0.19,26.0,1.2,0,0,41,24,27
Luke Schenn,VAN,D,38,2,2,4,0.11,28.7,0.7,0,0,43,99,17
Jani Hakanpaa,DAL,D,57,2,2,4,0.07,74.9,1.3,0,1,54,215,83
